PaymentID,PolicyID,PaymentDate,Amount,PaymentType
4af83d16-c21b-4b8b-8e23-43ddf3cdfe0b,37a4896d-f936-47c2-8305-452a3bf4006d,2022-09-07,80,Debit Order
90cf8eed-9c7d-4c84-8cd5-76b74a76e7cb,26c3d01e-c5c6-4cf1-b380-f3d5dbea5ec9,2022-09-07,80,Bank Deposit
4ea00120-712b-4dd2-be27-8a9b6722fbe7,2c41488b-19be-4b8e-9fb1-479bcb235018,2022-09-07,160,payat
ddbbd019-c3b7-4a1d-9e3c-c8243a88a299,9ecfce5d-03ad-4826-9133-cb647cd53211,2022-09-07,160,PayAt
adb6de46-34a4-4b75-b59a-f33eb5642fd0,7909d4e8-0a18-42ac-b413-a0a1b82ec173,2022-09-07,160,PayAt
1ce03826-5f33-4000-ba3d-5e7b942f7f11,4cbfaa22-a937-454e-99d8-5e62428457f1,2022-09-08,160,payat
dc234d91-3498-4eba-aa2d-035066c7e38f,15040ad9-3258-4553-be9e-93ce40072a3a,2022-09-08,80,PayAt
7409d9ed-9d30-4a75-aa20-f9854d78dd45,2ef8cb51-b904-4ab5-b126-dcafb5409497,2022-09-08,160,Debit Order
807f878f-bdb1-4963-ba25-6a5c2a494202,f49cdeea-5da0-4611-8fe7-78e77dc09e2d,2022-09-09,160,payat
556a8dea-bf0a-4e0e-a944-ae2e933c2121,d2c4559d-beb8-475c-9bc7-6cab079c1664,2022-09-09,80,debit_order
a1e9518f-e15c-4a8a-85ae-e26a70a8238e,1e779f56-5210-44c7-b381-d14e9bdf6b34,2022-09-09,160,debit_order
9fa09e73-34cf-40a5-be79-ac3d3ba44bb3,58c4561a-6934-443b-9b91-86169476f00f,2022-09-09,80,debit_order
a2689c51-0187-4178-b61c-c14194e2ac38,3459e03b-26d7-4540-92fd-e83d838bdbbc,2022-09-09,80,Debit Order
353dcda5-a54e-4a01-bf95-e616bc5c4cf7,d5df29b4-f499-4578-9843-2eef68c29b29,2022-09-09,80,bank_deposit
b485c9ba-8244-45d1-aa6c-63b8916b2ec0,d4fe3675-da10-4d34-8a8d-2b193d355437,2022-09-09,160,PayAt
06f2bb13-88eb-4bc8-a59d-afa77deac05e,296caab5-66ad-46e1-8943-89edabd6ba22,2022-09-09,-60,PayAt
a4961796-ad29-499f-a4d1-81103bae1f97,549d845e-b727-40f2-8273-bf367df1b356,2022-09-10,80,Bank Deposit
2b9ee5ff-9c88-48d6-9b62-12d13a154be3,e185d9b1-ca94-43ce-876e-1724ba98cc98,2022-09-10,80,Debit Order
7240eddd-be33-4c38-825b-0f4c3576d554,102a9516-7c70-4309-a58b-9e4ce9932d8d,2022-09-10,80,debit_order
d1540d11-0d29-4202-80dd-3d9008a095d1,1bc06e8f-16b7-4775-b729-f36cc175d7a2,2022-09-10,160,payat
c1f23f49-7967-4219-9abb-1a98d8d47930,f7331815-ee12-4df0-9927-9e4d0bbd0b4c,2022-09-10,80,Debit Order
b53a9639-6bf4-493f-a9d8-16370241fbc7,cdb25ad2-e9a8-45a5-8fb7-f100a041bb18,2022-09-10,80,Bank Deposit
d04cff38-527a-4d44-abf2-24f4af06ec42,17672640-257f-4303-8191-c4bd1ef3d8a3,2022-09-10,160,PayAt
ab09293e-ad0a-480a-ad72-f1e65065a99f,8e11ca49-d458-4dd5-8467-d5d4b2a6547d,2022-09-10,80,Debit Order
c51668d1-ed0c-42ea-8c78-e3f538d5338f,dcc07871-3a4b-421b-a33e-4582dd65894a,2022-09-11,160,debit_order
300f8ba3-3c49-4279-8a9c-da04c65a50ea,0e33134a-c841-4a57-8469-c28a36407ab7,2022-09-11,160,payat
fbf394e1-3a9a-4e7d-b974-e43c1281892c,cf6cc89c-d33f-47a8-9db9-958437669022,2022-09-11,80,debit_order
2cabb0af-6e02-4d27-8aad-7248569414f1,8232a051-c630-4d7e-9ccd-a1a8f0456a73,2022-09-11,80,bank_deposit
c1c9d51c-3ad8-4eba-b109-6826a6bbc701,6f8877d6-a57f-41da-9b14-998f0e666415,2022-09-11,80,Debit Order
40eb1ea4-b320-4393-88eb-3446ef16dc85,2c69da59-8f78-4cb0-bb04-a262a993b230,2022-09-11,80,debit_order
12ef6dad-f904-49a8-9acd-e6816c37279c,a3b0ee87-d2d4-4d86-8ee9-a4f1fd29e625,2022-09-11,80,bank_deposit
367f580d-64bd-4b41-aac1-bb438034e62e,15f1f7dc-9cd6-4782-8b78-bf43faaf1b3c,2022-09-11,80,Bank Deposit
55445f7f-b8f3-4ed3-8137-6c1137cb4240,41766e0b-ba6f-4e3a-bbc1-e304ae1e05c2,2022-09-12,80,PayAt
997fb0f9-3ad1-410a-88fe-4eb8f97e1f6c,20f602dd-4c55-4431-9862-41b6fdb6f72a,2022-09-12,80,bank_deposit
e8ec4d67-ed0c-44a8-a1be-05243590cf0d,2cf3dc87-a624-430a-bc9b-106fa46c491b,2022-09-12,80,Debit Order
065cdb91-c2fc-4419-9bea-1216aed2e28e,6fb4069e-84a5-44c4-8e46-cb206bfe5da0,2022-09-12,80,debit_order
01589512-50e0-4993-ac8b-3d6d492d32ae,02a30d9e-2267-4b08-b3a1-6abb00c2bfb8,2022-09-13,160,payat
6d4fa6d7-060c-4ea0-aaf6-336f10cd46c3,dbd6e068-794d-4dab-9bb1-2a73b5d9a8b8,2022-09-13,80,payat
c890b65c-2484-4d30-b48e-79027734f102,45e0567b-6fb8-43d3-ac43-aca4274090a8,2022-09-13,80,Debit Order
2fa3c1ff-4908-4cd1-996b-f1138bedada1,fdb213c5-90e7-455d-91f8-cbcb065a05ce,2022-09-13,160,Bank Deposit
2dd9b24e-1b44-402f-accf-c4f0bdc94596,1b13bff3-a15e-4d53-8afb-8a813704afc8,2022-09-13,160,debit_order
25b23295-8083-4cd4-b70a-a44f61cddebd,d68e7031-d48e-4764-90cb-df76f818c1e0,2022-09-13,80,Debit Order
18872c06-ce12-4787-a3d0-18bb86935824,876921e7-140a-4802-8373-db4f325696c1,2022-09-13,80,PayAt
8f49106a-4a9e-481e-9cbe-dce3164aeba6,d1f3f39e-dc27-4fbd-9e01-e8acf549f98a,2022-09-13,80,Bank Deposit
b9f1af8d-e797-45ba-8032-0f8fd78632e3,cb227afa-5e3f-4337-89d6-a37c34568149,2022-09-13,160,debit_order
544c3a6a-afd0-465a-826a-257b3ecd6fc1,5215accf-4474-48b6-87de-6ff9974a71fe,2022-09-13,80,Bank Deposit
44deaed8-1b13-4561-87e9-43835e3ce99f,32f75a44-164e-4019-ac4f-2e2103e4a51f,2022-09-14,160,Debit Order
26cbf3b3-3668-4797-93ad-a225786a02dc,789814d6-6533-4d6c-9635-6910e59d7404,2022-09-14,80,PayAt
4b769265-a7ff-4e66-8964-81d5589123ec,c15d6447-c5df-4088-acce-10e34ada9f11,2022-09-14,-60,Debit Order
6b2d5835-90c0-4f7f-9db4-301c2b4794ff,181a802b-7947-4033-9ee8-517189635ed9,2022-09-14,160,Bank Deposit
6ddce706-7553-4cfd-9805-eb60a6db9e95,42b550e9-23d7-4ff2-b3b0-26a7a5d87627,2022-09-14,160,debit_order
7ce9bc5e-5c44-4c64-8972-3db7ad44224f,7f9f62e2-9d3a-4a00-ad26-3296190f355d,2022-09-14,160,Bank Deposit
ec52f68d-f746-43de-8645-4a66290de0d9,43c881e0-3cb2-4f9e-bf0e-faf6a40bd71c,2022-09-14,160,PayAt
3a58e63c-d37f-47bf-8682-3082418df99e,6e3630cd-0259-47fe-8cd6-f7384ce2e269,2022-09-14,80,PayAt
bff1cb44-cecb-43c3-84f6-2849adc7b684,5f45bf62-47c9-4175-9c16-1bc04137c32d,2022-09-14,80,Debit Order
7b63e294-4c63-46f4-83b5-fbf7c05a73ac,e3570398-214c-4a51-9348-081ae79c0ce7,2022-09-14,80,PayAt
a1759810-6fa2-4e32-94a0-b30e2fc0f1b2,372d5ce4-df22-4d31-9d43-425185d0d808,2022-09-14,80,Bank Deposit
31fb72bf-332e-4c98-826d-a0780276fb5e,7d59df04-a425-41ed-be78-5272b54a7b9e,2022-09-15,80,PayAt
e5fa642a-0bfb-4a61-9a54-f75289d98d8b,2d70a60b-3fa9-4519-a880-6b521b510343,2022-09-15,80,Bank Deposit
905e863e-b963-453b-b77d-65cefdc5bd71,87a48383-654a-4dd9-81ba-707d47e94cdb,2022-09-15,80,payat
69929fcc-0dc4-4423-9e84-03d0158c9f40,b79e993c-56a5-48a6-af97-174a71e631d5,2022-09-15,160,debit_order
d1323355-ddca-48b3-9074-a4f0397ca0c1,bfdc6511-e38e-4d0f-9917-d194f6ff6fa2,2022-09-15,160,Debit Order
3af5ae42-e6ba-47e2-8138-8469ec561037,eaab3abc-00fa-46a8-9309-c1fb434b88ab,2022-09-15,80,Bank Deposit
acbeca69-0351-48cc-9d7f-33ec7e5008f3,d9b8ac0e-0292-4006-bab4-8128d60dca89,2022-09-16,80,debit_order
0e5e2600-75bb-4fd7-afdd-8675d5a5c343,b9825cc4-805c-4360-848e-009d03699e8d,2022-09-16,160,Debit Order
417d6639-d5bd-4ae3-a2d4-cab434c171c1,67d47d0c-46fe-4a29-a778-8df686d85206,2022-09-16,160,bank_deposit
c56ee788-f49e-41a7-83b6-d158558858fe,532def1f-a5fa-44d2-8909-6561fafdd2ee,2022-09-16,160,bank_deposit
55666b79-fe1c-4b92-b69d-1dc8e94d0097,7c087ba3-25b2-4619-9b23-dd726d98ff0c,2022-09-16,80,payat
ceaf182d-041b-48c0-b6ec-be905bb77459,5d653e58-b4f4-4cb5-a3c5-759681a5b922,2022-09-16,160,Bank Deposit
0cc3b1a2-e03f-4c48-9158-9df8cdc879d3,6b293335-4f9d-462d-b40f-4a2c99756ae9,2022-09-16,160,PayAt
5c05eb2f-5c8a-4cb0-ae7b-df40a968b87c,e4cb6cb1-bb0e-4089-8be9-b8b07fb3435a,2022-09-16,80,Debit Order
c76787ea-a094-45c8-bab3-3d4c9c48bfac,c8bfbe73-6666-4d4e-b9fd-d2e8b236cb80,2022-09-17,160,PayAt
569eb1f3-3721-4e9f-bed0-f8236b76affe,ddeddcfa-bd15-4453-8772-6444487ceb12,2022-09-17,80,debit_order
0238af21-78f3-4c1d-8a12-529c0a87d029,f1b34d11-ba4e-4676-a5a6-702c0eb176f4,2022-09-17,160,bank_deposit
ce49dd14-da45-4697-b70a-1a2cca793e40,65062280-75f1-4c02-8f54-6f03fb0e18f3,2022-09-17,80,bank_deposit
e56b5bf5-2648-4047-8d89-f71a08b95555,f389529a-0bd2-4453-b35d-a0dbef51ce24,2022-09-17,160,Debit Order
9ad2f137-5c39-4bdb-a2ab-9eb7cf5d1a2c,054f139d-9fd0-4421-9ea0-f4c58c6e824b,2022-09-17,160,PayAt
0fae8606-1e0c-4d12-9f3a-8add5ca9a3cb,3b43c30f-b1a6-4233-94a9-432d353d8609,2022-09-17,80,debit_order
2eae3661-7f75-4258-944e-8d6c6cfbe5b0,fd395597-913f-43db-aef4-aca6a975371e,2022-09-17,160,PayAt
b4b2653e-6c4f-4e9f-a963-a6dd60f466ff,957ae5b1-d09c-4bf2-906d-fd681822499d,2022-09-17,80,debit_order
64897ad8-4ce6-46ba-8971-0c06533d4fd0,5c74f72b-8a60-4a1a-acb8-c27d7d6f5177,2022-09-17,80,Bank Deposit
b3b1a042-563f-4dd8-86ce-888f44b23cd8,b055f7e4-6ad3-4fba-8bce-6195f80a7f15,2022-09-18,80,debit_order
f4ba7004-db1a-4c10-bbf4-44fbcf56049e,a87cdab2-6228-4f72-ba36-9447f1ddb0a2,2022-09-18,80,Bank Deposit
f962f6fe-823b-49a7-816d-aab8a7d319c7,a64b985e-8dba-4b92-9d29-e607b51180a2,2022-09-18,80,payat
b32cdafd-e08c-4507-9d8e-612dbc1fedcb,967fb38c-c490-46c8-8fb2-dca142f892e7,2022-09-18,160,bank_deposit
054a7368-ec2e-4a23-96a0-0fbce6e7b866,1d332b38-310e-43bd-ae1a-057f638a3121,2022-09-18,80,Bank Deposit
333d5a07-d0aa-4923-8248-2ff109a9f970,c79e62d0-96af-4a5e-ac66-48922df72500,2022-09-18,160,Debit Order
a8e60496-85e6-4920-a137-dd3d89a0de5b,f001e7fc-7e07-4727-b1b4-48326af8a94c,2022-09-18,80,Bank Deposit
00b41f3c-a317-4af8-9a4f-70e30addb483,b545fdd1-75aa-479e-adff-587786596e27,2022-09-18,80,Debit Order
9967cc08-0cb1-4873-ae98-7d29352a6713,84f29a6f-8b7d-404a-a336-29553873bc09,2022-09-19,80,Debit Order
a1ae9fa7-fc1f-4fa8-b6b7-4ba512ca5e54,d20d46d7-9ccd-4d72-bfda-18542a1b0f8d,2022-09-19,80,bank_deposit
de3691ad-76f3-4cb5-9f47-39926e19e21f,82fb54dd-019b-4030-9958-d62e485bbe36,2022-09-19,160,payat
854fd8bd-8312-4694-91a8-94e3e77d0f72,62b95a97-f6c4-4ab8-8957-432a509fd307,2022-09-19,160,Bank Deposit
3f901a9d-2e35-4ed8-96fe-1a58a2c4d002,64a236dd-996e-4432-aa6d-fbd0563744e8,2022-09-19,80,PayAt
f08e78ee-2834-4837-b181-b7fa2b34c7e4,842960b1-6cde-430e-ad86-c3181038cb0f,2022-09-19,80,Debit Order
184b4542-d690-4a05-adbc-84d868728702,46c5f7f0-23bc-4ab1-a4e8-688d6a7f0ed1,2022-09-19,160,payat
ab545153-e7bb-445d-b410-28386a91d779,49533e76-d266-4dff-be98-5946cddeee64,2022-09-19,80,Bank Deposit
fb5d560b-cc84-4b49-8170-f0e1b02d0249,e173fabd-6d19-449a-8978-7d219caf2241,2022-09-19,160,Bank Deposit
c91dfbcf-bdae-471a-97da-81862de5301a,8d555cbb-e901-4185-94ce-aea34a0c50dd,2022-09-19,80,PayAt
c6bf0b2e-e87c-4c94-bd78-e211f4c57283,73d338b2-8c39-4af7-9aca-96ec0c603516,2022-09-20,160,bank_deposit
74ae60ff-5162-4c36-bc1c-40a5b4094c77,a1d5353c-5d73-4634-8eea-f9bf3678c0de,2022-09-20,160,debit_order
bd337c1c-f46c-47cd-becd-ec64ebb5b9e1,49faf951-79cc-4263-8cab-7364ccb51f2f,2022-09-20,80,Debit Order
72098c83-84db-4a35-906d-8b681a5c0d95,6e1a674f-d904-4056-b1e7-202d5c0ad69e,2022-09-20,80,PayAt
aa007ce2-8621-4e8a-bbd2-0a91b5308046,448df73e-6646-427d-b546-959af6058698,2022-09-20,80,bank_deposit
108eac05-0bd2-4eee-a976-5747ed351d8c,1be64c68-5d37-43b9-a18a-3bb29cad5230,2022-09-20,160,Bank Deposit
39bafaa1-f5a4-4670-a574-0b80bf716333,073e4913-55b3-4527-b2d2-ede95fc9cfa3,2022-09-20,160,debit_order
0215d772-ddc2-499a-9f2b-c31dbe54ac2a,93a95d78-f1a6-46fb-a9e6-ce392fa87b27,2022-09-20,80,PayAt
0cc62ad1-17bf-4dce-b915-693c6a9decb7,d10a11c3-5435-40b4-8520-6990dd912097,2022-09-20,80,Debit Order
696c2fc0-f07c-4ce5-b549-c717102cc181,4510f062-03fa-4f8f-911f-f2dc88f1ad70,2022-09-20,160,Debit Order
34c2f69e-0e00-4287-ab4a-28474dcfa216,73c324f8-fda4-4f03-8274-c37735cd9f0d,2022-09-20,80,bank_deposit
2d188394-2abb-4fde-a553-ae8659929c04,8d2a7960-0a00-4342-ba2c-0e9801ff0829,2022-09-20,80,PayAt
e82501e3-494b-494b-b487-2a4e29bcbaa6,53482ee9-788f-4ac7-9d84-07314e6ad52f,2022-09-20,80,Debit Order
7362746a-c4fa-4d30-af51-7d25d52bbeee,625062ea-4f89-44f2-a21a-d02e6386c9a2,2022-09-21,80,PayAt
e93cec4d-08f7-488f-9036-0c50b1fe1f25,99380031-aae0-4638-acf3-d16ae0acf126,2022-09-21,160,payat
ee102027-ea58-4507-8ff1-0a1bb9ac6850,faf6fe9c-30be-452e-9e07-11c507201ea8,2022-09-21,160,Bank Deposit
d95ff670-a160-491d-95de-72a7f93a3311,e484c055-53d6-4ffd-afd3-5bb0acc63718,2022-09-21,80,PayAt
69e3321a-e046-411c-b27d-fe1a27c740c0,0488a103-64f7-4be0-a114-e5fbd7c4f37e,2022-09-21,80,PayAt
8db92b2f-029f-41dc-b3c6-8b98d154a8ca,8ad2f778-4afb-4459-ba13-61ca211c2f25,2022-09-21,80,payat
f69377bb-70c5-46f8-8db5-88779b88e1dc,7a3f8556-bde6-4f8a-92ea-e1625a82f694,2022-09-21,80,PayAt
2db9deba-af3d-46c1-b123-0f73490f1ee6,11268696-3b62-4339-aae3-99ed32617891,2022-09-21,80,payat
5cb5c634-a8e6-44ee-a804-0ddf78f337bb,488269fd-f83d-4992-9169-f1cb1c08730d,2022-09-21,80,debit_order
f333f43b-88b5-4848-94a3-f30d15d5f987,95fe375e-f041-4d89-9059-a6a964f6d790,2022-09-21,80,PayAt
e067892a-b673-430e-b089-03f7443d0c50,98e3c57b-9eba-4e65-a53f-0ed72e501a04,2022-09-21,160,debit_order
bff968fe-fb62-444f-bee8-5fb082ec28b8,b8eeb57f-9b2b-43b1-98b8-b7c0d4d70b01,2022-09-22,160,Bank Deposit
405fe7c9-7964-486f-ae2b-3b2413b78775,ba615537-13d2-4e33-9537-dde64d9dac23,2022-09-22,160,debit_order
149a99fc-ec0f-42c6-b5cd-cbaafbe7f8b1,d3e80e1e-6899-42cf-8c1e-51689689c3c2,2022-09-22,160,Debit Order
9f57ffaa-e117-4c5a-97b8-2e5b2c0b35aa,c6e92692-2baf-4149-ab29-46991e9b6dbf,2022-09-22,160,payat
f17606f5-7760-4b4f-af6e-fdb87b3815f0,3a07d9c6-344d-4232-a9e3-d39e041ba959,2022-09-22,160,debit_order
d207273b-11c2-41f5-b399-355889fb5b25,83ea3222-ffa4-4805-ba4e-bb084b878c4f,2022-09-22,80,Debit Order
afa9353d-e6fe-41fc-90ce-5843a260f66e,0858c502-1d5e-4156-8163-f8ff047eb87e,2022-09-22,80,bank_deposit
158b6e0b-7d64-47b5-9229-18883544e808,fa783a4e-0a19-4b85-8476-d1da1e525436,2022-09-22,160,bank_deposit
9f86fe02-e5b0-43b3-9d31-80abe2e98774,d8150ddf-4f8c-40fe-9816-a8b65deab845,2022-09-22,160,Debit Order
07fee00a-60a2-4d63-9086-e67ebaf9e65e,432fc5b4-0bd3-4b53-82f8-f9fc05bb5025,2022-09-23,80,Debit Order
3f1fea04-b92a-43d9-9cf2-5e1c4fc48367,5ec4ffad-4f6a-4bfa-9b13-b7de2ce9b0d1,2022-09-23,160,PayAt
b691ca68-e344-41c6-b223-80b5faeff7fe,760937d4-592b-4754-842d-35de45f6ed10,2022-09-23,80,debit_order
4e6c88da-8c72-48d8-b345-c7e127882b38,416ce362-09d1-41d2-aa44-e0a1df39d2fa,2022-09-23,80,payat
fc8285eb-8036-476e-8d61-a5db2d7b5be8,341f9ca9-d74c-44fb-a463-cfc983b3541d,2022-09-23,80,bank_deposit
01b06917-c9d0-4f9c-86af-9cfc3adec7d2,45037af0-2066-4176-ab5d-1a3fd3dc3209,2022-09-23,160,PayAt
030a0d5e-b87e-4a1a-a093-d89e51bd4b08,f42839c4-9824-43d9-9887-7f7014eae5e1,2022-09-23,160,Bank Deposit
c6bc3a54-f6ae-4765-a736-5513a603f370,e7e98dde-82e5-479e-8984-b65dbf495b27,2022-09-23,80,payat
8f8c2cfe-c253-49ca-ab94-74025a590ef6,aa3ff736-8fb3-41e8-a335-54531e27c033,2022-09-23,80,bank_deposit
fe1a474f-bcf3-446a-a0d1-6868a61ada44,0eff3839-ff20-4db4-b550-6caa3dd8be7e,2022-09-23,160,Debit Order
3ee2e126-8b60-4ff3-95dc-7bf818987a38,10b742c7-ede7-4b7c-ac3c-c27052f6c420,2022-09-23,80,payat
ed93f08a-a1c3-42d7-a873-e0be06ad18b6,a2915058-9dc4-42ed-b023-c0407ed43889,2022-09-23,160,PayAt
8ac61a3e-a480-49c9-a1fd-8b5d2ca7bfee,2198db0a-e90e-4ce7-93e6-16675591629e,2022-09-23,320,payat
5014783e-6f18-4c2f-b9c9-333751ee616b,97a5614e-c03a-45a8-b649-17226234e548,2022-09-23,80,debit_order
fd5397a7-a98f-4cab-b68d-dd63e04c69cb,fa90f695-b3e2-4e54-bf74-c18d2c98100b,2022-09-24,80,payat
c6fe6437-0f7b-46fd-9c9e-dcba0505a2c7,819b9188-eb2d-4f07-96e6-6c6fea4b2564,2022-09-24,80,payat
e31d541f-b738-428f-a3cb-54394fab8e02,b9046474-7691-4d3d-a9ec-834add6cc6d4,2022-09-24,80,PayAt
9e9b2ac7-7364-4477-9bae-4bebba2ca532,3719fe4f-ae48-47e4-a107-58f3862edb2d,2022-09-24,80,bank_deposit
a6cab47d-49de-4e34-ba46-e0f3838dede6,02487a3b-7be6-4b27-9d2e-7559d4553cc9,2022-09-24,80,payat
9265ce1a-3add-43fa-aa97-1294d23b9157,ebc8b190-291b-43b2-b971-4d5a79b15b0b,2022-09-25,80,bank_deposit
24fefa4a-02ec-4b46-8dee-c84e814d1271,c946c142-bd30-4ab5-8646-ec582a8c5755,2022-09-25,160,payat
de7ca822-3fe6-455d-bad3-0fea2a1369ba,31eacb9f-e1ee-44ca-9b7f-128bf2f5f3d5,2022-09-25,80,Bank Deposit
bf3c1626-9c83-498d-a3be-05d4a50b726c,ef9bf6bd-1214-439d-9755-a29c2f6a6153,2022-09-25,80,debit_order
fdfdb538-f388-4011-b043-e4168e06024a,e94fcd71-19ac-4763-bbb9-8054ab5db418,2022-09-25,80,Debit Order
5c993f34-5c3f-45f7-a3a4-2f681d037290,1ee1f4c2-75b8-4bea-84d5-e61c71f31213,2022-09-25,80,Bank Deposit
af27ac89-1b64-4a3e-afda-ab574e31802f,a2cd0661-2207-42d4-828b-10abfaa60263,2022-09-25,160,payat
1df8774f-5094-4ce1-b1ca-d50d115cfb01,466b7ca8-baf4-4bd1-ac3d-c018edaec4e1,2022-09-25,160,Bank Deposit
4977d83d-c259-402a-986a-beddc5b439f3,5c53cc3d-b866-4ed0-904c-68e8c3963659,2022-09-26,80,payat
b26a79de-0477-43c1-bb48-6ea96a56c10c,c1505097-6180-4637-9e66-bd9f5631f49b,2022-09-26,80,Bank Deposit
6edd0ab2-0d89-4af5-a7b4-583b8fb6a6ab,4f2d4235-bbd2-44d4-b7c5-fe8d8030a8f8,2022-09-26,80,payat
00517d9a-b1f4-413b-a558-d94f3e888865,e40844ac-a014-4bd3-96d0-f83a1b6fa327,2022-09-26,80,debit_order
e6e4dbef-df89-4be6-bb5b-e6491b5cfa75,a7757435-047f-4468-8905-77c969efa7c5,2022-09-26,80,bank_deposit
b090208d-5e09-4029-8000-cae1b2946f51,2d7c65f6-8e0f-4a53-9c6c-b3d9e48a742f,2022-09-26,80,Bank Deposit
c8d893d4-92f5-4f85-a18f-c25f279dd10a,694f0392-c39f-403e-bb80-4e99cbdd796d,2022-09-26,80,Bank Deposit
b44993d6-e51f-4c12-8793-98a981fcd82c,b9dcde3b-422c-4fff-9ddf-42d949ced198,2022-09-27,80,Debit Order
ed260b26-ccd4-4607-b54e-91181bd2680d,9fa4e876-24d3-4524-9a4f-ac494bd0042f,2022-09-27,80,debit_order
12ee2c82-6e89-424a-ad2c-73ab4fa0829b,f2f5dd82-e9c0-4556-b5ce-7c4360c84183,2022-09-27,80,Debit Order
265e3672-b6b6-4017-a3a1-4c7b0b28f80d,ef2ff6fa-6435-41ae-adea-85d4155b24fc,2022-09-27,80,Debit Order
6dbf40d7-c014-4336-884d-1a4262f629d2,c495b9a0-a94f-48c3-bca4-cc5df93f1d3d,2022-09-27,80,bank_deposit
db36ef76-7afa-4031-8584-7122e40e10e9,e8ad7439-3160-4882-9479-4e73c87b7861,2022-09-27,80,Debit Order
5882b684-0c3a-4024-8752-d2cf45a56806,f305b4e9-82cf-4caf-8def-143d4c0ce01c,2022-09-27,160,Debit Order
dfd375d4-bfc4-48ec-ba09-9c963ba851a4,1e052ee3-a2ae-42af-9315-e50cb7de422d,2022-09-27,80,payat
5671f164-99ad-410f-a332-bc8a72b4c6dd,233b98fa-92b6-42f3-b3cf-33dafa25192d,2022-09-27,80,PayAt
527c3177-ecb0-4277-a0b6-151596905d5b,9853f1d7-0cd9-45dc-bb7d-f90b7cd330eb,2022-09-27,80,debit_order
d0fb2fad-3f22-4e6d-83b8-9917a48bed27,1e8d2ea2-4e33-451c-b4cb-38f837a6c7f4,2022-09-27,80,Bank Deposit
29fb75c5-47d4-4091-a161-41d0e3e9bd96,766f0dc7-2590-4120-bf4f-e6e141be9b37,2022-09-27,80,bank_deposit
a2ff7ee4-cbcc-4a53-a51a-79150479603a,13a5be72-3802-4484-a90a-b45a8c03c10b,2022-09-28,160,Debit Order
cc31e300-468f-4b4d-b2cc-422420b11bd1,ddcc6923-8136-44c8-9e10-7222a1f0e678,2022-09-28,80,Bank Deposit
90d5be1b-7373-48ae-a9aa-27e7e0919c6f,411ef750-914d-4a33-bc79-1dfce54be15d,2022-09-28,80,Debit Order
28392aaa-4891-4e2c-b0f9-f43562937f22,1446641b-75f2-407c-b2fd-3e8f0570b756,2022-09-28,80,PayAt
4aa85fc3-bde2-47c6-a2be-45c71ade2896,dc422f40-22df-49e1-b0f8-50442e2a0fa5,2022-09-28,80,Bank Deposit
ac54eb0f-93e3-4ce2-b961-070242ea9a6a,d48f7897-0757-4baf-b24c-3eae06aa319b,2022-09-28,80,debit_order
bae37190-b12c-4162-bfbe-2993bd0b6e8e,a6b51636-f502-4a92-975b-5100de0dd3d3,2022-09-28,160,payat
755be3e4-c4fd-42d5-a02f-1f7ae7db0bb3,ddc9a6bc-0a87-4e9a-b419-296146e42249,2022-09-28,80,Bank Deposit
fa96b87c-06f5-41af-b877-65c5f154cf71,71b9c751-4425-4bad-9296-c8273fe60b8d,2022-09-28,160,payat
aa115185-407d-42e2-ac9a-430d142699d5,bc94e7ba-0d41-492f-b9e6-7010f9d92d43,2022-09-28,160,PayAt
97e5a65b-080e-4522-afca-b6ffeb480fda,ac0656ce-bc07-42ec-bee1-e41fcd3acec9,2022-09-28,160,payat
a27aa110-0e72-4669-99df-40b8b6bfcd46,8b1a3b86-cdba-48ab-aa6b-d3ddb557041e,2022-09-28,80,bank_deposit
e8d41b70-fc4e-4c1b-af69-a3591e0508bc,31099080-2ecf-42b4-884d-868d5055d233,2022-09-28,80,PayAt
9f467710-4cb1-4fe6-9941-116be852a6ee,74c5cb96-a65d-40d0-b4b2-12f90cfa3e41,2022-09-28,80,Debit Order
fb3ebfbc-ce4f-450b-b13d-8de8fba58b07,fd6dd501-e0bf-4d5d-8d45-71f86dd20d93,2022-09-28,80,Debit Order
cbc8140f-71de-430b-ae21-3bd08cd19154,1afc6727-7f5c-4334-946d-bcbe90da10ec,2022-09-28,80,PayAt
1f7fefe5-5447-4cbc-8ffe-7f3b52202186,10b0765e-ecb7-4525-999a-8aae38ef12e0,2022-09-28,80,Debit Order
8e11e31d-9e37-4257-b54f-c1f179583fbc,f03aea7c-209b-4566-a49a-c210bcd37ebb,2022-09-28,80,bank_deposit
6db8a5c7-9acc-4a05-b842-9497363b0c47,745fcd61-9989-498f-aa33-63c816b5a5eb,2022-09-28,160,debit_order
6cb5912c-942e-4b3e-85d6-e57fcd63cbfd,c6e5b0a2-511f-4aff-a779-70bae64922b0,2022-09-28,160,Bank Deposit
2223ffac-df6a-4593-9bc8-a6ad8f2ccdec,fc2d01e2-fade-4173-afde-092cb661ceff,2022-09-28,160,payat
482ca405-02bb-49f1-b6a9-d91d78710d85,dede9baa-b78c-4314-a671-0621e13cf119,2022-09-28,80,debit_order
3c7d7374-038f-4e0e-9ea9-fe875cf44123,0c1c60a1-bcdf-4881-ab24-e57f78fe5e00,2022-09-29,80,debit_order
40873586-f429-4c9b-a2d0-c72729be2c72,e09e3acd-0a8c-4a61-be88-52e814894f69,2022-09-29,80,PayAt
